screenName,user_id,created,text,retweetCount,favoriteCount,lang,source,urls,mentions_screen_name,hashtags,location
realDonaldTrump,25073877,01-08-16,"The people who support Hillary sit behind CNN anchor chairs, or headline fundraisers - those disconnected from real life.",7725,22665,en,Twitter for iPhone,NA,NA,NA,NA
realDonaldTrump,25073877,01-08-16,People believe CNN these days almost as little as they believe Hillary....that's really saying something!,9127,28939,en,Twitter for iPhone,NA,NA,NA,NA
realDonaldTrump,25073877,01-08-16,"Thank you Oklahoma &amp; Virginia! 
#MakeAmericaGreatAgain #ImWithYou https://t.co/WUdY7feRvV",8949,25500,en,Twitter for iPhone,NA,NA,MakeAmericaGreatAgain ImWithYou,NA
realDonaldTrump,25073877,01-08-16,"Thank you Columbus, Ohio! I will be back soon. #ImWithYou #MAGA https://t.co/vMf1EPJp4r",4798,17252,en,Twitter for iPhone,NA,NA,ImWithYou MAGA,Columbus
realDonaldTrump,25073877,01-08-16,Crooked Hillary Clinton is 100% owned by her donors. #ImWithYou #MAGA https://t.co/iYM3CCWS2z,16261,35697,en,Twitter for iPhone,NA,NA,ImWithYou MAGA,NA
realDonaldTrump,25073877,01-08-16,"Hillary, whose decisions have led to the deaths of many, accepted $ from a business linked to ISIS. Silence at CNN. https://t.co/gJYSSXtpaz",12796,23445,en,Twitter for iPhone,https://t.co/gJYSSXtpaz,NA,NA,NA
realDonaldTrump,25073877,01-08-16,When will CNN do a segment on Hillary’s plan to increase Syrian refugees 550% and how much it will cost?,11833,28106,en,Twitter for iPhone,NA,NA,NA,NA
realDonaldTrump,25073877,01-08-16,Hillary Clinton raked in money from regimes that horribly oppress women and gays &amp; refuses to speak out against Radical Islam.,10890,26532,en,Twitter for iPhone,NA,NA,NA,NA
realDonaldTrump,25073877,01-08-16,"During the GOP convention, CNN cut away from the victims of illegal immigrant violence. They don’t want them heard. https://t.co/EHRiLkQDWD",10515,20302,en,Twitter for iPhone,https://t.co/EHRiLkQDWD,NA,NA,NA
realDonaldTrump,25073877,01-08-16,"Join me in Florida on Wednesday! Daytona &amp; Jacksonville:

Daytona | 3pm- https://t.co/rJjYUbwiLL
Jacksonville | 7pm- https://t.co/zfxeNbr1nq",3859,11424,en,Twitter for iPhone,https://t.co/rJjYUbwiLL https://t.co/zfxeNbr1nq,NA,NA,NA
realDonaldTrump,25073877,01-08-16,"Thanks to @pnehlen for your kind words, very much appreciated.",5125,16417,en,Twitter for iPhone,NA,pnehlen,NA,NA
realDonaldTrump,25073877,02-08-16,Vast numbers of manufacturing jobs in Pennsylvania have moved to Mexico and other countries. That will end when I win!,8367,26646,en,Twitter for iPhone,NA,NA,NA,NA
realDonaldTrump,25073877,02-08-16,"RT @DanScavino: .@realDonaldTrump stops by overflow room in Mechanicsburg, Pennsylvania- prior to main rally. #TrumpMovement #MAGA<f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> https:…",7411,0,en,Twitter for iPhone,NA,DanScavino realDonaldTrump,TrumpMovement MAGA,NA
realDonaldTrump,25073877,02-08-16,"Just leaving Mechanicsburg, PA. Incredible crowd-- so enthusiastic! Will be back soon. #MAGA https://t.co/RbuXfDZ5w9",7074,24349,en,Twitter for iPhone,NA,NA,MAGA,NA
realDonaldTrump,25073877,02-08-16,Great afternoon in Ohio &amp; a great evening in Pennsylvania - departing now. See you tomorrow Virginia! https://t.co/jQTQYBFpdb,15640,61528,en,Twitter for iPhone,NA,NA,NA,NA
realDonaldTrump,25073877,02-08-16,The Washington Post calls out #CrookedHillary for what she REALLY is. A PATHOLOGICAL LIAR! Watch that nose grow! https://t.co/FsrUGByuuD,26125,49521,en,Twitter for iPhone,NA,NA,CrookedHillary,NA
realDonaldTrump,25073877,02-08-16,"LIMITED EDITION signed copies of my book ""The Art of the Deal"" for your donation of $184 or more.  Get YOURS today! https://t.co/NNOM5GANxD",627,1919,en,Twitter Ads,https://t.co/NNOM5GANxD,NA,NA,NA
realDonaldTrump,25073877,02-08-16,"LIMITED EDITION signed copies of my book ""The Art of the Deal"" for your donation of $184 or more.  Get YOURS today!  https://t.co/KpVEN635SH",142,403,en,Twitter Ads,https://t.co/KpVEN635SH,NA,NA,NA
realDonaldTrump,25073877,02-08-16,"LIMITED EDITION signed copies of my book ""The Art of the Deal"" for your donation of $184 or more.  Get YOURS today! https://t.co/4LnzfKRsqZ",701,1825,en,Twitter Ads,https://t.co/4LnzfKRsqZ,NA,NA,NA
realDonaldTrump,25073877,02-08-16,Thank you Virginia! #ImWithYou https://t.co/9inCh1BVwM,4970,17260,en,Twitter for iPhone,NA,NA,ImWithYou,Virginia
realDonaldTrump,25073877,02-08-16,STATEMENT IN RESPONSE TO PRESIDENT OBAMA'S FAILED LEADERSHIP: https://t.co/SPgFIFuSO7,7402,16293,en,Twitter for iPhone,https://t.co/SPgFIFuSO7,NA,NA,NA
realDonaldTrump,25073877,02-08-16,"Join me in Florida tomorrow! 
#MakeAmericaGreatAgain 

Daytona | 3pm- 
https://t.co/jbOS2s4qGI

Jacksonville | 7pm- 
https://t.co/XSF1kp7R54",3472,10085,en,Twitter for iPhone,https://t.co/jbOS2s4qGI https://t.co/XSF1kp7R54,NA,MakeAmericaGreatAgain,NA
realDonaldTrump,25073877,02-08-16,#CrookedHillary https://t.co/xe0I0EmxMa,13260,26845,und,Twitter for iPhone,NA,NA,CrookedHillary,NA
realDonaldTrump,25073877,02-08-16,"#ICYMI: John Podesta’s Brother Pocketed $180,000 from Putin’s Uranium Company: https://t.co/d0LfyiBlvX https://t.co/I5fF3didZs",8097,14216,en,Twitter for iPhone,https://t.co/d0LfyiBlvX,NA,ICYMI,NA
realDonaldTrump,25073877,02-08-16,RT @gatewaypundit: Democrat Fire Marshal Turns THOUSANDS of Trump Supporters Away at Columbus Rally https://t.co/TO8oE5cv8Z via @gatewaypun…,4874,0,en,Twitter for iPhone,https://t.co/TO8oE5cv8Z,gatewaypundit,NA,NA
realDonaldTrump,25073877,02-08-16,President Obama will go down as perhaps the worst president in the history of the United States!,29338,78049,en,Twitter for Android,NA,NA,NA,NA
realDonaldTrump,25073877,02-08-16,Report raises questions about ‘Clinton Cash’ from Russians during ‘reset' https://t.co/vVcAzY2zcp,10846,20524,en,Twitter for iPhone,https://t.co/vVcAzY2zcp,NA,NA,NA
realDonaldTrump,25073877,02-08-16,My daughter @IvankaTrump will be on @Greta tonight at 7pm. Enjoy! https://t.co/QySC5PLFMy,5996,26852,en,Twitter for iPhone,NA,IvankaTrump greta,NA,NA
realDonaldTrump,25073877,03-08-16,Great day in Virginia. Crowd was fantastic!,5418,24482,en,Twitter for Android,NA,NA,NA,NA
realDonaldTrump,25073877,03-08-16,"There is great unity in my campaign, perhaps greater than ever before. I want to thank everyone for your tremendous support. Beat Crooked H!",13225,47494,en,Twitter for Android,NA,NA,NA,NA
realDonaldTrump,25073877,03-08-16,"Our incompetent Secretary of State, Hillary Clinton, was the one who started talks to give 400 million dollars, in cash, to Iran. Scandal!",19612,46969,en,Twitter for Android,NA,NA,NA,NA
realDonaldTrump,25073877,03-08-16,"RT @mike_pence: Join me in Colorado, today! Look forward to seeing you!

Denver- 2pm
https://t.co/8VbvJYDa4F

Colorado Springs- 6pm
https:/…",3272,0,en,Twitter for iPhone,https://t.co/8VbvJYDa4F,mike_pence,NA,NA
realDonaldTrump,25073877,03-08-16,"THANK YOU Daytona Beach, Florida!
#MakeAmericaGreatAgain https://t.co/IAcLfXe463",7357,23100,en,Twitter for iPhone,NA,NA,MakeAmericaGreatAgain,Daytona Beach
realDonaldTrump,25073877,03-08-16,"Thank you to the amazing law enforcement officers today- in Daytona Beach, Florida! #LESM #MAGA https://t.co/QoxJf4Xzbc",10102,34125,en,Twitter for iPhone,NA,NA,LESM MAGA,Florida
realDonaldTrump,25073877,03-08-16,"Thank you for your support of my candidacy! #MAGA #ImWithYou 
https://t.co/Al5bZlRFYk",5641,20011,en,Twitter for iPhone,https://t.co/Al5bZlRFYk,NA,MAGA ImWithYou,Florida
realDonaldTrump,25073877,04-08-16,"Thank you Jacksonville, Florida!
#MakeAmericaGreatAgain 
https://t.co/xrTQjt9WOC https://t.co/VSnBoQYoZs",7317,23031,en,Twitter for iPhone,https://t.co/xrTQjt9WOC,NA,MakeAmericaGreatAgain,Florida
realDonaldTrump,25073877,04-08-16,"Looking forward to IA &amp; WI with Gov. Pence, tomorrow. Join us! #MAGA
https://t.co/3Hcnzj0Slx
https://t.co/sEwLWkn1Sz https://t.co/0Ei3EdQdXB",5665,18123,en,Twitter for iPhone,https://t.co/3Hcnzj0Slx https://t.co/sEwLWkn1Sz,NA,MAGA,NA
realDonaldTrump,25073877,04-08-16,"Great meeting all of you. This group knocked on 50K doors &amp; counting here in Maine, thank you! @MaineGOP  https://t.co/Iui1F2z9ca",5839,19064,en,Twitter for iPhone,https://t.co/Iui1F2z9ca,mainegop,NA,Maine
realDonaldTrump,25073877,04-08-16,Happy 226th Birthday to the United States Coast Guard. Thank you @USCG! #CoastGuardDay https://t.co/hr4O8Xgq2R,10412,34146,en,Twitter for iPhone,NA,USCG,CoastGuardDay,Maine
realDonaldTrump,25073877,04-08-16,"Thank you Portland, Maine! 
#MakeAmericaGreatAgain 
https://t.co/oVfF28rWL5 https://t.co/RhblAXkNPw",5386,17799,en,Twitter for iPhone,https://t.co/oVfF28rWL5,NA,MakeAmericaGreatAgain,NA
realDonaldTrump,25073877,05-08-16,"See you tomorrow w/ Gov. @Mike_Pence, Iowa &amp; Wisconsin! 
3pm- https://t.co/3Hcnzj0Slx
7pm- https://t.co/sEwLWkn1Sz https://t.co/UODSMp0oTo",4196,13510,en,Twitter for iPhone,https://t.co/3Hcnzj0Slx https://t.co/sEwLWkn1Sz,mike_pence,NA,NA
realDonaldTrump,25073877,05-08-16,President Obama should ask the DNC about how they rigged the election against Bernie.,11716,34076,en,Twitter for iPhone,NA,NA,NA,NA
realDonaldTrump,25073877,05-08-16,"Obama's disastrous judgment gave us ISIS, rise of Iran, and the worst economic numbers since the Great Depression!",12965,36338,en,Twitter for iPhone,NA,NA,NA,NA
realDonaldTrump,25073877,05-08-16,President Obama refuses to answer question about Iran terror funding.  I won't dodge questions as your President. https://t.co/jsAMGO3s4P,12555,32424,en,Twitter for iPhone,https://t.co/jsAMGO3s4P,NA,NA,NA
realDonaldTrump,25073877,05-08-16,"The plane I saw on television was the hostage plane in Geneva, Switzerland, not the plane carrying $400 million in cash going to Iran!",8549,26713,en,Twitter for Android,NA,NA,NA,NA
realDonaldTrump,25073877,05-08-16,"Hillary Clinton has bad judgment and is unfit to serve as President.
https://t.co/3EzG620fpT",8970,25647,en,Twitter for iPhone,https://t.co/3EzG620fpT,NA,NA,NA
realDonaldTrump,25073877,05-08-16,I am counting on your help to defeat Hillary Clinton and her cronies. Let's Make America Great Again! https://t.co/z3pzKBfP0U,66,326,en,Twitter Ads,https://t.co/z3pzKBfP0U,NA,NA,NA
realDonaldTrump,25073877,05-08-16,I'm with YOU. I will work hard and never let you down. Make America Great Again!  https://t.co/wotYvx6Prz,0,0,en,Twitter Ads,https://t.co/wotYvx6Prz,NA,NA,NA
realDonaldTrump,25073877,05-08-16,I'm with YOU. I will work hard and never let you down. Make America Great Again! https://t.co/im2J6xXq1u,0,0,en,Twitter Ads,https://t.co/im2J6xXq1u,NA,NA,NA
realDonaldTrump,25073877,05-08-16,I'm with YOU. I will work hard and never let you down. Make America Great Again! https://t.co/Eb6jr4nbj3,82,295,en,Twitter Ads,https://t.co/Eb6jr4nbj3,NA,NA,NA
realDonaldTrump,25073877,05-08-16,We need your support to get to the White House and defeat #CrookedHillary.  Let's Make America Great Again! https://t.co/J7ICZN3Bus,129,479,en,Twitter Ads,https://t.co/J7ICZN3Bus,NA,CrookedHillary,NA
realDonaldTrump,25073877,05-08-16,The Establishment and special interests are absolutely killing our country. We must put #AmericaFirst.  https://t.co/jMgAETgW6U,59,267,en,Twitter Ads,https://t.co/jMgAETgW6U,NA,AmericaFirst,NA
realDonaldTrump,25073877,05-08-16,"As President, I WILL fix this rigged system and only answer to YOU, the American people! https://t.co/98Vtqu4i7n",76,312,en,Twitter Ads,https://t.co/98Vtqu4i7n,NA,NA,NA
realDonaldTrump,25073877,05-08-16,I am counting on your help to defeat Hillary Clinton and her cronies. Let's Make America Great Again! https://t.co/0KL9McborU,3191,7161,en,Twitter Ads,https://t.co/0KL9McborU,NA,NA,NA
realDonaldTrump,25073877,05-08-16,I'm with YOU. I will work hard and never let you down. Make America Great Again! https://t.co/k1ZvNC3YAC,1362,3401,en,Twitter Ads,https://t.co/k1ZvNC3YAC,NA,NA,NA
realDonaldTrump,25073877,05-08-16,We need your support to get to the White House and defeat #CrookedHillary.  Let's Make America Great Again! https://t.co/u2WQondgqm,1824,5292,en,Twitter Ads,https://t.co/u2WQondgqm,NA,CrookedHillary,NA
realDonaldTrump,25073877,05-08-16,The Establishment and special interests are absolutely killing our country. We must put #AmericaFirst. https://t.co/GMYEWngo2y,2685,6213,en,Twitter Ads,https://t.co/GMYEWngo2y,NA,AmericaFirst,NA
realDonaldTrump,25073877,05-08-16,"As President, I WILL fix this rigged system and only answer to YOU, the American people! https://t.co/laUdwGO1aX",5287,16759,en,Twitter Ads,https://t.co/laUdwGO1aX,NA,NA,NA
realDonaldTrump,25073877,05-08-16,I am counting on your help to defeat Hillary Clinton and her cronies. Let's Make America Great Again!  https://t.co/c7Ekrgn9jx,10174,23822,en,Twitter Ads,https://t.co/c7Ekrgn9jx,NA,NA,NA
realDonaldTrump,25073877,05-08-16,We need your support to get to the White House and defeat #CrookedHillary.  Let's Make America Great Again! https://t.co/FgPFo1NWiC,5736,13309,en,Twitter Ads,https://t.co/FgPFo1NWiC,NA,CrookedHillary,NA
realDonaldTrump,25073877,05-08-16,I'm with YOU. I will work hard and never let you down. Make America Great Again! https://t.co/NTDm6xfREg,5491,13088,en,Twitter Ads,https://t.co/NTDm6xfREg,NA,NA,NA
realDonaldTrump,25073877,05-08-16,The Establishment and special interests are absolutely killing our country. We must put #AmericaFirst. https://t.co/XcqwGHAUue,5067,10645,en,Twitter Ads,https://t.co/XcqwGHAUue,NA,AmericaFirst,NA
realDonaldTrump,25073877,05-08-16,"As President, I WILL fix this rigged system and only answer to YOU, the American people! https://t.co/4GWAHgf8us",8470,19871,en,Twitter Ads,https://t.co/4GWAHgf8us,NA,NA,NA
realDonaldTrump,25073877,05-08-16,We need your support to get to the White House and defeat #CrookedHillary. Let's Make America Great Again! https://t.co/bwxirLtPXY,2259,7807,en,Twitter Ads,https://t.co/bwxirLtPXY,NA,CrookedHillary,NA
realDonaldTrump,25073877,05-08-16,I'm with YOU. I will work hard and never let you down. Make America Great Again! https://t.co/DGMxQYUm7s,3604,10175,en,Twitter Ads,https://t.co/DGMxQYUm7s,NA,NA,NA
realDonaldTrump,25073877,05-08-16,The Establishment and special interests are absolutely killing our country. We must put #AmericaFirst. https://t.co/IBt9JpYh7p,2256,5593,en,Twitter Ads,https://t.co/IBt9JpYh7p,NA,AmericaFirst,NA
realDonaldTrump,25073877,05-08-16,"As President, I WILL fix this rigged system and only answer to YOU, the American people! https://t.co/pteWtMjXVO",3747,10072,en,Twitter Ads,https://t.co/pteWtMjXVO,NA,NA,NA
realDonaldTrump,25073877,05-08-16,RT @DRUDGE_REPORT: 'Win-lose deal that benefits Iran and hurts United States'... https://t.co/zqpeNCouXc,4940,0,en,Twitter for iPhone,https://t.co/zqpeNCouXc,DRUDGE_REPORT,NA,NA
realDonaldTrump,25073877,05-08-16,RT @DRUDGE_REPORT: FORMER HOSTAGE SAYS PLANE WAITED UNTIL MONEY ARRIVED... https://t.co/Uo0MS6w9OQ,8753,0,en,Twitter for iPhone,https://t.co/Uo0MS6w9OQ,DRUDGE_REPORT,NA,NA
realDonaldTrump,25073877,05-08-16,#MakeAmericaSafeAgain https://t.co/5yuLKyh8Q6,14498,28458,und,Twitter for iPhone,NA,NA,MakeAmericaSafeAgain,NA
realDonaldTrump,25073877,05-08-16,"As President, I WILL fix this rigged system and only answer to YOU, the American people! https://t.co/r1ySXDJ1Wq",12569,33437,en,Twitter Ads,https://t.co/r1ySXDJ1Wq,NA,NA,NA
realDonaldTrump,25073877,05-08-16,I'm with YOU! I will work hard and never let you down. Make America Great Again! https://t.co/XT3U5mY0oc,11460,34803,en,Twitter Ads,https://t.co/XT3U5mY0oc,NA,NA,NA
realDonaldTrump,25073877,05-08-16,The Establishment and special interests are absolutely killing our country. We must put #AmericaFirst.  https://t.co/Q96e1Npa5d,10927,24279,en,Twitter Ads,https://t.co/Q96e1Npa5d,NA,AmericaFirst,NA
realDonaldTrump,25073877,05-08-16,"Thank you Des Moines, Iowa! Governor @Mike_Pence and I appreciate your support! #MAGA #TrumpTrain https://t.co/gr6tGqqmcm",5766,19473,en,Twitter for iPhone,NA,mike_pence,MAGA TrumpTrain,NA
realDonaldTrump,25073877,05-08-16,"DON'T LET HILLARY CLINTON DO IT AGAIN!
#TrumpPence16
https://t.co/1mGkPNZPKF",17826,31930,en,Twitter Web Client,https://t.co/1mGkPNZPKF,NA,TrumpPence16,NA
realDonaldTrump,25073877,06-08-16,"Thank you Green Bay, Wisconsin! Governor @Mike_Pence and I will be back soon. #TrumpPence16 #MAGA https://t.co/qsYbyrm3UR",5521,19463,en,Twitter for iPhone,NA,mike_pence,TrumpPence16 MAGA,NA
realDonaldTrump,25073877,06-08-16,"'Trump is right about violent crime: It’s on the rise in major cities'
https://t.co/XbnZ5vktGk",8246,19574,en,Twitter for iPhone,https://t.co/XbnZ5vktGk,NA,NA,NA
realDonaldTrump,25073877,06-08-16,"Good luck #TeamUSA
#OpeningCeremony #Rio2016 https://t.co/mS8qsQpJPh",10308,34266,en,Twitter for iPhone,NA,NA,TeamUSA OpeningCeremony Rio2016,NA
realDonaldTrump,25073877,06-08-16,Hillary Clinton is being badly criticized for her poor performance in answering questions. Let us all see what happens!,9383,33140,en,Twitter for Android,NA,NA,NA,NA
realDonaldTrump,25073877,06-08-16,"Crooked Hillary said loudly, and for the world to see, that she ""SHORT CIRCUITED"" when answering a question on her e-mails. Very dangerous!",13553,38205,en,Twitter for Android,NA,NA,NA,NA
realDonaldTrump,25073877,06-08-16,"Anybody whose mind ""SHORT CIRCUITS"" is not fit to be our president! Look up the word ""BRAINWASHED.""",13331,35580,en,Twitter for Android,NA,NA,NA,NA
realDonaldTrump,25073877,06-08-16,"LIMITED EDITION signed copies of my book ""The Art of the Deal"" for your donation of $184 or more. Get YOURS today! https://t.co/pvNwKWlFy1",45,152,en,Twitter Ads,https://t.co/pvNwKWlFy1,NA,NA,NA
realDonaldTrump,25073877,06-08-16,"LIMITED EDITION signed copies of my book ""The Art of the Deal"" for your donation of $184 or more. Get YOURS today! https://t.co/wzsE7SoGUG",117,384,en,Twitter Ads,https://t.co/wzsE7SoGUG,NA,NA,NA
realDonaldTrump,25073877,06-08-16,"Heading to New Hampshire - will be talking about Hillary saying her brain SHORT CIRCUITED, and other things!",8672,28403,en,Twitter for Android,NA,NA,NA,NA
realDonaldTrump,25073877,06-08-16,"#CrookedHillary is not fit to be our next president! #TrumpPence16 
https://t.co/I0zJO2sZKk",8182,24324,en,Twitter for iPhone,https://t.co/I0zJO2sZKk,NA,CrookedHillary TrumpPence16,NA
realDonaldTrump,25073877,07-08-16,"I am not just running against Crooked Hillary Clinton, I am running against the very dishonest and totally biased media - but I will win!",27703,85204,en,Twitter for Android,NA,NA,NA,NA
realDonaldTrump,25073877,07-08-16,".@Larry_Kudlow - 'Donald Trump Is the middle-class growth candidate'
https://t.co/YbqkhWNm0g",8542,20461,en,Twitter for iPhone,https://t.co/YbqkhWNm0g,larry_kudlow,NA,NA
realDonaldTrump,25073877,07-08-16,"Thank you Windham, New Hampshire! #TrumpPence16 #MAGA https://t.co/ZL4Q01Q49s",6061,19973,en,Twitter for iPhone,NA,NA,TrumpPence16 MAGA,"Windham, NH"
realDonaldTrump,25073877,07-08-16,I see where Mayor Stephanie Rawlings-Blake of Baltimore is pushing Crooked hard. Look at the job she has done in Baltimore. She is a joke!,10589,32592,en,Twitter for Android,NA,NA,NA,NA
realDonaldTrump,25073877,07-08-16,RT @DRUDGE_REPORT: CLINTON EMAIL LED TO EXECUTION IN IRAN? https://t.co/4rY1faptL6,8151,0,en,Twitter for iPhone,https://t.co/4rY1faptL6,DRUDGE_REPORT,NA,NA
realDonaldTrump,25073877,07-08-16,"The media is going crazy. They totally distort so many things on purpose. Crimea, nuclear, ""the baby"" and so much more. Very dishonest!",13405,39824,en,Twitter for Android,NA,NA,NA,NA
realDonaldTrump,25073877,07-08-16,"Michael Morell, the lightweight former Acting Director of C.I.A., and a man who has made serious bad calls, is a total Clinton flunky!",7573,23772,en,Twitter for Android,NA,NA,NA,NA
realDonaldTrump,25073877,08-08-16,"#ICYMI: ""Will Media Apologize to Trump?"" https://t.co/ia7rKBmioA",7899,18662,en,Twitter for iPhone,https://t.co/ia7rKBmioA,NA,ICYMI,NA
realDonaldTrump,25073877,08-08-16,"Join me in Fayetteville, North Carolina tomorrow evening at 6pm. Tickets now available at: https://t.co/Z80d4MYIg8",4027,12767,en,Twitter for iPhone,https://t.co/Z80d4MYIg8,NA,NA,NA
realDonaldTrump,25073877,08-08-16,My economic policy speech will be carried live at 12:15 P.M. Enjoy!,5341,20729,en,Twitter for Android,NA,NA,NA,NA
realDonaldTrump,25073877,08-08-16,"RT @NFIB: .@NFIB encouraged by @realDonaldTrump’s #taxplan, says #smallbiz would benefit from lower tax rate: https://t.co/JCQCvXj9WC",3267,0,en,Twitter for iPhone,https://t.co/JCQCvXj9WC,NFIB NFIB realDonaldTrump,taxplan smallbiz,NA
realDonaldTrump,25073877,08-08-16,Thank you Alex!  https://t.co/c2uIa7mndP,4178,12840,en,Twitter for iPhone,https://t.co/c2uIa7mndP,NA,NA,United States
realDonaldTrump,25073877,08-08-16,Thank you!  https://t.co/4p0hzpkVWF,3552,11753,en,Twitter for iPhone,https://t.co/4p0hzpkVWF,NA,NA,United States
realDonaldTrump,25073877,08-08-16,Thank you @NFIB- together we will #MakeAmericaGreatAgain!  https://t.co/wQQIHQKsdK,4435,12980,en,Twitter for iPhone,https://t.co/wQQIHQKsdK,NFIB,MakeAmericaGreatAgain,United States
realDonaldTrump,25073877,08-08-16,"Thank you @RepLouBarletta!
https://t.co/bre8u93vac https://t.co/eKtSXUw51R",4572,13230,en,Twitter for iPhone,https://t.co/bre8u93vac,RepLouBarletta,NA,NA
realDonaldTrump,25073877,08-08-16,"Thank you Senator David Perdue!
https://t.co/d0dCUZ20jf https://t.co/LmfiGByFPb",6030,15163,en,Twitter for iPhone,https://t.co/d0dCUZ20jf,NA,NA,NA
realDonaldTrump,25073877,08-08-16,Thank you Congressman Steven Palazzo! https://t.co/R5Z4CGfjqJ https://t.co/XGSIJJQiGJ,5978,16109,en,Twitter for iPhone,https://t.co/R5Z4CGfjqJ,NA,NA,NA
realDonaldTrump,25073877,08-08-16,Thank you Newt!  https://t.co/Acg0hMvrpr,8753,24567,en,Twitter for iPhone,https://t.co/Acg0hMvrpr,NA,NA,United States
realDonaldTrump,25073877,08-08-16,Many people are saying that the Iranians killed the scientist who helped the U.S. because of Hillary Clinton's hacked emails.,12975,32732,en,Twitter for iPhone,NA,NA,NA,NA
realDonaldTrump,25073877,08-08-16,"'As Senator Clinton promised 200,000 jobs in Upstate New York - her efforts fell flat.' https://t.co/I2WqZb5N8P https://t.co/i5S3mtJWpe",7720,16981,en,Twitter for iPhone,https://t.co/I2WqZb5N8P,NA,NA,NA
realDonaldTrump,25073877,09-08-16,"RT @FieldofFight: We Can Do Better, We Must Do Better, We Will Do Better 
By LTG (R) Keith Kellogg and LTG (R) Michael Flynn @GenFlynn http…",4038,0,en,Twitter for iPhone,NA,FieldofFight GenFlynn,NA,NA
realDonaldTrump,25073877,09-08-16,Being in Detroit today was wonderful. Quick stop in Ohio to meet with some of our great supporters. Just got back home!,5605,25079,en,Twitter for Android,NA,NA,NA,NA
realDonaldTrump,25073877,09-08-16,Will be interviewed on @foxandfriends now!,2156,11197,en,Twitter for Android,NA,foxandfriends,NA,NA
realDonaldTrump,25073877,09-08-16,"I am running against the Washington insiders, just like I did in the Republican Primaries. These are the people that have made U.S. a mess!",16147,45562,en,Twitter for Android,NA,NA,NA,NA
realDonaldTrump,25073877,09-08-16,"""@sprts08: @realDonaldTrump @foxandfriends great interview.....all solid points on our economy TRUMP2016""",3784,13573,en,Twitter for Android,NA,sprts08 realDonaldTrump foxandfriends,NA,NA
realDonaldTrump,25073877,09-08-16,"""@LinHen23:  @foxandfriends Loved Trump's answers to voters questions this morning! Trump's economic plan will help #MAGA #NeverHillary""",5429,17479,en,Twitter for Android,NA,foxandfriends,MAGA NeverHillary,NA
realDonaldTrump,25073877,09-08-16,Act NOW for your chance to have a private lunch with Eric Trump &amp; tour of campaign HQ at Trump Tower in NYC. https://t.co/dDA0CZWdYF,91,315,en,Twitter Ads,https://t.co/dDA0CZWdYF,NA,NA,NA
realDonaldTrump,25073877,09-08-16,Act NOW for your chance to have a private lunch with Eric Trump &amp; tour of campaign HQ at Trump Tower in NYC.  https://t.co/4ccXAY5ZNo,143,489,en,Twitter Ads,https://t.co/4ccXAY5ZNo,NA,NA,NA
realDonaldTrump,25073877,09-08-16,Act NOW for your chance to have a private lunch with Eric Trump &amp; tour of campaign HQ at Trump Tower in NYC. https://t.co/J3NzuVpruI,86,238,en,Twitter Ads,https://t.co/J3NzuVpruI,NA,NA,NA
